source,family,workload,operations_kind,operations,threads,implementation,throughput_total_mops_median,wall_time_ns_median,throughput_vs_new_delete,throughput_vs_lock_based,latency_speedup_vs_new_delete,latency_speedup_vs_lock_based
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,12,new/delete,2.955788041258886,22172210.903643,1.0,0.1454256945508633,1.0,0.14542490512386266
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,12,std::allocator,3.002981773696673,21823672.280551262,1.015966548270385,0.14774764092266393,1.0159706679339364,0.1477474379929201
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,12,std::deque + mutex,20.325074261378795,3224391.6670485567,6.876363926529128,1.0,6.876401254298709,1.0
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,16,mmap,3.0717479213531824,21335104.066402268,1.0287210233623805,0.15080313851506214,1.0287200658521982,0.15080299804559869
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,16,new/delete,2.9859873100611445,21947849.66015284,1.0,0.14659284207312223,1.0,0.1465928419707382
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,16,std::allocator,3.025671051383207,21660138.553309426,1.013289989943477,0.14854105947005974,1.0132829762900781,0.14854003121493067
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,16,std::deque + mutex,20.36925724225811,3217397.6568283057,6.821615474930136,1.0,6.821615479694518,1.0
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,24,mmap,2.9901187146859405,21917748.910158962,1.0152107752995212,0.14762767365154497,1.0152010665657232,0.14762616367865716
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,24,new/delete,2.9453181422387438,22250922.070313096,1.0,0.14541578679362407,1.0,0.14541569009384012
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,24,std::allocator,2.9554756362267494,22174435.365884665,1.0034486916174987,0.14591728099859122,1.0034493191446086,0.14591727521760725
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,24,std::deque + mutex,20.254459348480346,3235633.1880788365,6.876832440615356,1.0,6.8768370136309,1.0
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,32,mmap,2.9663587900452226,22093084.524414055,1.0230050131097062,0.14519687033688677,1.0230492671876585,0.14519683944711217
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,32,new/delete,2.89965225197495,22602313.9326168,1.0,0.14193172904942156,1.0,0.1419255593098222
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,32,std::allocator,2.950299904933975,22213343.081050497,1.017466802415541,0.14441082251722392,1.0175106849134348,0.1444107730600595
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,32,std::deque + mutex,20.42990860038964,3207846.0465828264,7.045640933830894,1.0,7.04594721953506,1.0
libVentra_deque_concurrent_deque_benchmark.json,deque,ConcurrentPhasedPushBackPopFront,total_operations,32768.0,48,mmap,2.9617696322735485,22127698.783853825,1.0219312964213731,0.1470497688030238,1.0219150912685402,0.14704720103812427
